id,titulo,corpo
23,Essa cidade brasileira esconde experiências que vão além do óbvio,"Localizada na costa leste doBrasil, a cidade doRio de Janeiroé frequentemente apontada como o destino número um para turistas que desejam explorar as maravilhas do país. Conhecida por suas praias icônicas, carnaval vibrante e cultura rica, o Rio oferece uma experiência que é difícil de replicar em qualquer outra parte do mundo. Além de suas belas paisagens, acidadecombina história, cultura e modernidade de maneira única e fascinante.
Um dos maiores atrativos doRio de Janeiroé sua combinação de atrações naturais e urbanas. A famosa praia de Copacabana é parada obrigatória para qualquer visitante. Com sua extensa faixa de areia branca e orla movimentada, é o local perfeito para um relaxamento à beira-mar, caminhadas e a prática de esportes. Do outro lado da cidade, a praia de Ipanema não fica atrás, oferecendo um cenário igualmente deslumbrante.
O Rio de Janeiro é lar de algumas das atrações mais emblemáticas do Brasil. OCristo Redentor, uma das novas sete maravilhas do mundo, fica no topo doCorcovadoe oferece vistas panorâmicas de tirar o fôlego dacidade. Da mesma forma, oPão de Açúcar,acessível por um passeio de bondinho, surpreende com sua vista espetacular. Esses pontos turísticos são indispensáveis para qualquer viagem à cidade.
Além das belezas naturais, a cidade também fascina pela sua vida cultural intensa. O bairro boêmio de Santa Teresa é famoso por suas ruas de paralelepípedos e arquitetura de época, atraindo artistas e ecoturistas em busca de autênticas experiências culturais. Outro destaque é o bairro da Lapa, conhecido por seus arcos e cenas de samba vibrantes, que proporcionam uma imersão completa na cultura carioca.
A cultura e os festivais do Rio de Janeiro são alguns dos aspectos mais chamativos da cidade. O Carnaval do Rio, reconhecido mundialmente, transforma a cidade em uma grande festa ao ar livre, com desfiles de escolas de samba, blocos de rua e festas que duram dias. Participar desta celebração é vivenciar um dos eventos mais grandiosos e animados do Brasil.
Além do Carnaval, o Rio também sedia uma série de festivais culturais ao longo do ano. O Festival Internacional de Cinema do Rio atrai cineastas e amantes do cinema de todo o mundo, trazendo filmes nacionais e internacionais para a telona no Brasil. Nesse ambiente, o Rio mostra sua faceta cosmopolita e sua habilidade em abraçar culturas diversas.
Com o aumento do número de turistas, o turismo sustentável se tornou uma preocupação crescente para o Rio de Janeiro. O Parque Nacional da Tijuca, uma das maiores florestas urbanas do mundo, é um exemplo de como a cidade está trabalhando para proteger seu patrimônio natural. Visitas guiadas eco-friendly e atividades ao ar livre promovem a conscientização sobre a importância de preservar a natureza enquanto desfrutam de suas belezas.
Além disso, iniciativas para manter as praias limpas e programas para a conservação do habitat marinho refletem a dedicação do Rio em ser um destino turístico responsável. Ao adotar práticas de turismo sustentável, o Rio de Janeiro não só protege seus recursos naturais, mas também garante que turistas futuros possam desfrutar da mesma beleza encantadora que a cidade tem a oferecer hoje."
24,STJ anula repetição de busca e apreensão contra Paulo Octávio,"AQuinta Turma do STJ(Superior Tribunal de Justiça) considerou ilegal a repetição de busca e apreensão contra oempresário Paulo Octávio, investigado por suspeita de fraude em licitação, corrupção eorganização criminosa em contrato firmado em 2020 com a Secretaria de Saúde do Distrito Federal.
O colegiado rejeitou recurso do MPDFT (Ministério Público do Distrito Federal e Territórios) e manteve decisão do relator, ministro Messod Azulay Neto. Para ele, a segunda diligência só poderia tersido autorizada com base em fundamentos novos que justificassem a necessidade da medida, o que não ocorreu.
A investigação apura supostas irregularidades em contrato de R$ 750 mil mensais, assinado pelo governo do DFcom o Grupo Paulo Octáviopara aluguel de imóvel destinado à instalação da administração central da Secretaria de Saúde. O acordo, válido por 36 meses, foi firmado entre novembro e dezembro de 2020.
No ano seguinte, documentos, celulares e outros dispositivos foram apreendidos na primeira fase da Operação Maré Alta.Em 2023, o MPDFT pediu nova busca e apreensão, alegando que o contrato ainda estava em vigore que investigados haviam mantido conversas posteriores.
O pedido foi negado em primeira instância, mas autorizado pelo TJDFT (Tribunal de Justiça do Distrito Federal e Territórios). Em fevereiro deste ano, Azulay determinou a restituição de todo o material recolhido e a inutilização de eventuais dados extraídos.
Na decisão, o ministro afirmou que a medida não poderia ser repetida apenas com base em diálogos mantidos entre investigados em 2020 e 2021. Segundo ele, anos após a primeira diligência, não havia novos elementos que justificassem a operação.
Paulo Octávio foi deputado federal, senador e governador do Distrito Federal."
25,Esta multa escondida já fez milhares de motoristas perderem dinheiro,"Na vida urbana moderna, evitar multas pode ser um desafio oculto para muitos motoristas. Com inúmeras leis e regulamentações em vigor, às vezes, as pessoas nem percebem que estão infringindo alguma regra. No entanto, compreender as normas detrânsitomais escondidas é essencial para evitar penalidades inesperadas.
Muitos se surpreendem ao descobrir que algumas infrações não são divulgadas amplamente, mas a ignorância sobre elas pode resultar em multas significativas. É crucial manter-se informado e atento ao que ocorre ao redor, visto que algumas regras podem variar conforme a localidade e são constantemente atualizadas para atender às necessidades urbanas e às leis da cidade.
É comum que motoristas não saibam de algumas infrações frequentemente cometidas. Por exemplo, estacionar próximo a hidrantes ou em locais proibidos pode resultar em multas. Muitos também desconhecem que a utilização indevida das luzes altas em áreas residenciais pode acarretar penalidades. Ainda, avançar o sinal vermelho, mesmo sem intenção, representa uma infração severa, frequentemente cometida por desatenção.
Para evitar multas, é essencial estar sempre atento às sinalizações detrânsitoe ter conhecimento das normas específicas de cada região. Além disso, revisões regulares do carro são vitais para garantir o funcionamento adequado de itens como luzes e freios. Assim, garantir que todos os documentos do veículo estejam sempre em dia e conforme exigido pode evitar dores de cabeça futuras.
Infrações menos conhecidas podem ter um impacto significativo financeiro. Muitas vezes, as multas associadas a essas infrações são elevadas, não apenas como penalidade, mas também como um meio de inibir tais comportamentos. Adicionalmente, a pontuação na carteira pode acumular rapidamente, levando, em casos extremos, à suspensão do direito de dirigir.
Para se manter atualizado, os motoristas podem consultar regularmente as atualizações nos sites oficiais de trânsito ou participar de workshops e cursos de direção defensiva. Tais estratégias não só aumentam a conscientização sobre as regras de trânsito, mas também promovem uma condução mais segura e responsável.
Em um mundo onde o trânsito se torna cada vez mais complexo, é essencial para os motoristas atualizar constantemente seu conhecimento sobre as regras de trânsito. Pequenos deslizes podem resultar em grandes penalizações, tornando imprescindível adotar práticas preventivas para evitar multas e garantir uma viagem segura. Manter-se informado é a chave para evitar surpresas indesejadas e manter-se dentro da legalidade."
26,PGJ denuncia prefeito afastado de São Bernardo,"A Procuradoria-Geral de Justiça e a Assessoria de Competência Originária Criminal denunciaram na segunda-feira, 18, o prefeito afastado de São Bernardo do Campo,Marcelo Lima(foto), e mais nove pessoas por organização criminosa e lavagem de dinheiro.
Além dele, foram denunciados o presidente afastado da Câmara Municipal de São Bernardo, Danilo Lima de Ramos, o suplente de vereador afastado, Ary José de Oliveira, e Paulo Iran, funcionário exonerado da Alesp apontado como operador financeiro do esquema.
Segundo o Ministério Público de São Paulo (MPSP), o esquema criminoso se sustenta na obtenção de contratos públicos e no desvio de recursos por meio de empresas que mantêm vínculos formais com a prefeitura e a Fundação ABC.
Além da condenação dos denunciados pela prática de organização criminosa, corrupção e lavagem de dinheiro, o Ministério Público pediu ao Tribunal de Justiça a decretação da perda dos cargos públicos em definitivo e a fixação do valor de 16,9 milhões de reais para a reparação dos danos causados à Fazenda Pública de São Bernardo do Campo.
Se condenados, os denunciados poderão pegar penas que variam de três a oito anos de prisão mais multa por formação de organização criminosa e de três a dez anos mais multa por lavagem de capitais.
A Polícia Federal deflagrou a Operação Estafeta para apurar crimes de corrupção e lavagem de dinheiro na administração pública do município de São Bernardo do Campo.
Por determinação do Tribunal de Justiça de São Paulo,os policiais foram às ruas cumprir dois mandados de prisão preventiva e 20 de busca e apreensão.
O TJ-SP também ordenou a quebra de sigilos bancário e fiscal dos investigados.
A operação é realizada nas cidades de São Paulo, São Bernardo do Campo, Santo André, Mauá e Diadema, todas no estado de São Paulo.
As investigações começaram em julho de 2025 a partir da apreensão de 14 milhões de reais em espécie – em notas de real e dólar – na posse de um servidor público suspeito de integrar a organização criminosa.
Leia também:Podemos sai em defesa de prefeito de São Bernardo do Campo após afastamento"
27,INSS de setembro libera valores e datas de pagamentos,"OInstituto Nacional de Seguro Social (INSS)já está com o calendário de pagamentos para setembro de 2025 definido. As datas foram estabelecidas para aposentados e pensionistas, além de segurados que recebem benefício por incapacidade temporária, auxílio-acidente e auxílio-reclusão. Os cidadãos que recebem oBenefício de Prestação Continuada (BPC)também estão incluídos nesse cronograma.
O método de pagamento é baseado no penúltimo dígito doNúmero de Benefício (NB), antes do traço, e essa ordem se aplica universalmente a todos os calendários doINSS. A consulta oficial das novas rodadas de pagamento ficará disponível na semana anterior às datas estipuladas. Interessados podem consultar seu extrato de pagamento pelo site ou aplicativo doMeu INSS.
Os depósitos de setembro estão previstos para iniciar em 24 de setembro de 2025. Existem dois cronogramas distintos para atender os beneficiários. Aqueles que recebem o valor do salário mínimo começarão a receber a partir dessa data, enquanto os que têm benefícios superiores ao piso nacional receberão a partir de 1º de outubro.
OBenefício de Prestação Continuada (BPC)é um auxílio voltado para pessoas com deficiência e idosos com 65 anos ou mais que possuam renda familiar per capita de até 1/4 do salário mínimo. Cada beneficiário recebe o equivalente ao salário mínimo atual, R$ 1.518,00, observado o cumprimento dos requisitos. O programa, gerido pelo MDS, não oferece direito vitalício, dependendo da continuidade no cumprimento dos critérios.
A seguir, estão as datas de pagamento para os segurados:
Para dúvidas ou informações complementares, o INSS disponibiliza a Central 135, onde serviços automáticos funcionam 24 horas por dia. No entanto, para atendimento humano, é preciso ligar de segunda-feira a sábado, das 7h às 22h, exceto em feriados nacionais. O Meu INSS, disponível viasitee aplicativo, continua sendo uma ferramenta útil para consultar extratos e informações pessoais."
28,O lugar mais promissor do Brasil para quem busca qualidade de vida,"O conceito de qualidade de vida é vasto e abrange diversos aspectos que compõem o bem-estar de uma população. Em território brasileiro, algumascidadesse destacam por proporcionarem condições que vão além das necessidades básicas, oferecendo ambientes que promovem saúde, segurança, educação e lazer. Estes locais são frequentemente reconhecidos por índices que avaliam fatores como infraestrutura, índice de desenvolvimento humano (IDH) e oportunidades de emprego.
Com um território extenso e riqueza cultural variada, oBrasilabrigacidadescom perfis distintos, mas que compartilham a característica de garantir uma boa qualidade de vida a seus habitantes. Analisando-se diferentes regiões, é possível perceber que esses municípios geralmente apresentam uma combinação de fatores como políticas públicas eficientes, investimento em áreas sociais e econômicas dinâmicas.
Existem diversos critérios que ajudam a definir a qualidade de vida em uma cidade. Um dos mais relevantes é o índice de desenvolvimento humano, que leva em consideração educação, renda e longevidade da população. Além disso, aspectos como segurança, saneamento básico, mobilidade urbana e oportunidades de lazer são cruciais para essa avaliação. Cidades que investem em educação de qualidade, com escolas bem equipadas e professores capacitados, tendem a formar cidadãos mais preparados para um mercado de trabalho cada vez mais competitivo.
Outro ponto essencial é a segurança pública. Municípios com baixos índices de criminalidade proporcionam maior tranquilidade para seus habitantes, permitindo que desfrutem das opções de lazer sem preocupações constantes. Adicionalmente, a presença de áreas verdes e espaços públicos bem conservados contribui significativamente para a saúde mental e física da população, incentivando a prática de atividades ao ar livre.
No ranking das cidades brasileiras com melhor qualidade de vida, frequentemente aparecem nomes comoFlorianópolis, Curitiba e São Paulo. Florianópolis, capital deSanta Catarina, é conhecida por suas belezas naturais, praias exuberantes e uma infraestrutura que favorece o turismo e a inovação. Possui um índice de desenvolvimento humano elevado, associado a uma forte economia baseada em tecnologia e serviços.
Curitiba, no Paraná, distingue-se por suas soluções inovadoras em mobilidade urbana. O sistema de transporte público da cidade é reconhecido internacionalmente e serve de modelo para outras cidades. A capital paranaense também investe constantemente em projetos de sustentabilidade, o que a torna uma referência em termos de qualidade ambiental.
A infraestrutura urbana é um dos pilares fundamentais para a qualidade de vida. Quando as cidades oferecem transporte público eficiente, redes de saneamento adequadas e acesso fácil a serviços de saúde de qualidade, proporcionam uma base sólida para melhorar a vida dos cidadãos. As políticas públicas que incentivam o desenvolvimento sustentável e a inclusão social também desempenham papel crucial nesse contexto.
Cidades que mantêm parcerias público-privadas para a construção de parques, centros culturais e esportivos, ou melhorias em áreas urbanas degradadas, conseguem atender melhor às necessidades de seus moradores. Tais ações não só melhoram a estética urbana, mas também promovem um senso de comunidade e pertencimento.
Assim, ao se analisar as cidades brasileiras com qualidade de vida acima da média, observa-se que aquelas que melhor equilibram esses fatores andam lado a lado com o desenvolvimento humano e social. Manter políticas que assegurem a continuidade dessas boas práticas é vital para garantir que mais brasileiros possam desfrutar de condições de vida dignas e promissoras."
29,OAB critica decisão de Moraes que afastou procurador-geral do MA,"A seccional maranhense da OAB (Ordem dos Advogados do Brasil) divulgou nota nesta segunda-feira, 19, em que critica a decisão do ministro Alexandre de Moraes, do STF (Supremo Tribunal Federal), quedeterminou o afastamento imediatodo procurador-geral do Maranhão, Valdênio Nogueira Caminha.
Segundo a entidade, a medida representa“grave risco ao livre exercício da advocacia”e poderá ser levada ao Conselho Nacional da OAB para análise. AOrdem afirma que não descarta outras iniciativas, inclusive de caráter processual.
Moraes decidiu afastar Caminha apósconsiderar que ele descumpriu ordem anterior do Supremo ao assinar parecer que, na interpretação do tribunal, permitia a manutenção do pagamento de remuneração a um servidor exonerado. A OAB sustenta, no entanto, que o documento foi emitido em 27 de novembro de 2024, antes da decisão que tratou especificamente de questões salariais, datada de 13 de dezembro.
A entidade ressalta ainda que o parecer tinha caráter opinativo e previa a suspensão dos pagamentos caso houvesse determinação judicial em sentido contrário. Para a Ordem, o afastamento viola o artigo 133 da Constituição, que estabelece a inviolabilidade do advogado por seus atos no exercício da profissão.
“Quando o exercício profissional de um procurador-geral de Estado torna-se motivo para acusações de ‘impessoalidade’ e ‘imoralidade’, apenas por exercer seu trabalho, toda a advocacia se sente ameaçada”,afirma a nota.
A OAB também criticou o fato de a decisão ter sido tomada de forma monocrática, sem análise do colegiado do STF. Segundo a entidade, isso compromete a segurança jurídica e cria precedente perigoso ao“criminalizar a emissão de um parecer técnico”.
Como registramos, a decisão do ministro Alexandre de Moraesveio dois dias após Valdênio impetrar, representando o governo do Maranhão, umagravo interno que questionava a imparcialidade do ministro Flávio Dinoe pedia sua retirada da relatoria de processos sobre a escolha de conselheiros do Tribunal de Contas do Estado (TCE-MA).
Dino tem argumentado a pessoas próximas que, nesse segundo caso, não há que se falar em hipóteses de afastamento já que ele não tem relação direta com os autores da ação direta de inconstitucionalidade."
30,PF investiga desvio de R$ 50 milhões do Fundeb em municípios do MA e PI,"APolícia Federaldeflagrou nesta terça-feira, 19, a Operação Lei do Retorno para desarticular umesquema suspeito de desviar mais de 50 milhões de reais do Fundeb(Fundo de Manutenção e Desenvolvimento da Educação Básica).
Foram cumpridos45 mandados de busca e apreensão contra empresas, servidores públicos e pessoas físicas em sete cidades:Caxias, São Luís, São José do Ribamar, Buriti Bravo, Presidente Dutra e Joselândia, no Maranhão, além de Teresina, no Piauí.
As investigações apontamfraudes em licitações municipais realizadas entre 2021 e 2025. Segundo a PF, parte dos valores pagos com recursos do fundo retornava aos servidores públicos envolvidos no esquema.
O núcleo investigado atuava namanipulação de processos de contratação, no desvio de verbas e na apropriação indevida dos recursos desviados.
Os suspeitos podem responder pelos crimes de organização criminosa, corrupção, peculato, fraude em licitações e lavagem de dinheiro.
Durante a operação, a Polícia Federal apreendeu carros, joias, 54 mil reais em espécie e um cheque de 300 mil reais. De acordo com a corporação, esse grupo“atuou na manipulação de procedimentos licitatórios, desvio de recursos públicos provenientes do Fundeb e apropriação de parte dos valores desviados pelos servidores públicos envolvidos no esquema criminoso”.
Na semana passada, o prefeito de São Bernardo do Campo,Marcelo Lima, foi afastado do cargo nesta quinta-feira, 14, devido a uma operação da Polícia Federal para investigar um esquema de corrupção e lavagem de dinheiro na prefeitura da cidade, localizada no ABC Paulista.
Além do afastamento do cargo por um ano, a Justiça determinou o uso de tornozeleira eletrônica para Marcelo Lima.
O presidente da Câmara Municipal de São Bernardo, vereador Danilo Lima Ramos (Podemos), primo do prefeito Marcelo Lima, e o suplente de vereador Ary José de Oliveira (PRTB) também estão entre os alvos da operação."
31,Governo Lula vai retaliar Ciro Gomes com demissão do seu irmão?,"O governo federal, sob a liderança de Luiz Inácio Lula da Silva, está considerando a demissão de Lúcio Ferreira Gomes, irmão do ex-governador do Ceará, Ciro Gomes, do cargo que ocupa na Companhia Docas do Ceará.
Esta movimentação parece ser uma resposta às recentes articulações políticas de Ciro.
A sigla do Partido dos Trabalhadores (PT) no Ceará expressa desconforto em relação às ações do ex-governador, que tem se aproximado do PSDB nas últimas semanas e está preparando o terreno para uma possível pré-candidatura.
Ciro Gomes não apenas cogita a candidatura ao governo cearense, como também não descarta uma nova tentativa pela Presidência da República.
Embora ainda não tenha definido qual cargo buscará, o ex-ministro busca consolidar-se como a figura que representará a oposição ao PT nas eleições vindouras.
A saída de Ciro Gomes do PDT ocorreu devido à insatisfação com a decisão do partido de permanecer alinhado à base governista e ao suporte que pretendem oferecer ao atual governador cearense, Elmano de Freitas, que se prepara para a reeleição em 2026.
Desde sua desfiliação, Ciro tem procurado uma nova legenda disposta a apoiar uma candidatura oposicionista à administração petista, preferencialmente liderada por ele mesmo.
No último mês, preocupados com o movimento do ex-governador, aliados de Lula no Ceará deslocaram-se até Brasília para solicitar ao ministro de Portos e Aeroportos, Silvio Costa Filho (Republicanos), que tome providências quanto à permanência de Lúcio Ferreira Gomes no comando da Companhia Docas.
Formado em engenharia, Lúcio ocupa seu cargo desde junho de 2023. Para os líderes petistas que se reuniram com Costa Filho, manter um parente de um potencial adversário em uma posição estratégica da administração federal é considerado imprudente.
As mais recentes pesquisas eleitorais indicam Elmano de Freitas (PT) como o candidato preferido na corrida ao governo do Ceará. O petista recebe apoio significativo do ministro da Educação, Camilo Santana, e do senador Cid Gomes (PSB), irmão de Ciro, que se distanciou dele devido a divergências políticas.
Leia também:Os planos do PSDB para Ciro Gomes
“Recrutava moças pobres de boa aparência para fazer o serviço sexual sujo do seu Camilo Santana”"
32,O novo plano do governo Lula para regular as redes sociais,"O governo Lula (PT) finalizou o projeto de lei de regulação das big techs.
Segundo aFolha de S.Paulo, a versão final do texto utiliza critérios semelhantes aos adotados pelo Supremo Tribunal Federal na decisão que alterou o Marco Civil da Internet, em junho.
Com escopo mais amplo do que a decisão sobre o Marco Civil, o texto aborda a responsabilidade objetiva das plataformas, fraudes e proteção de crianças no mundo digital.
Todavia, a proposta não trata do combate à desinformação.
Assine a nossanewsletter
O líder do governo no Senado, senadorJaques Wagner(PT-BA), disse na segunda-feira, 18, que ogoverno Lula (PT) deve enviar nesta semanaao Congresso o projeto de lei para regulamentar as redes sociais.
O senador ainda defendeu a medida.
“Sou a favor da regulamentação do uso da Internet. Esse é um tema urgente! Já foi aprovado um Projeto de Lei no Senado e que está na Câmara (PL 2628), apoiado por nós.Ainda assim, até o final dessa semana, o governo Lula deve encaminhar ao Congresso novas medidas de regulação“, escreveu o petista no X.
“A Internet é um bem criado pela humanidade, mas o mau uso dela tem gerado graves problemas: desinformação, crimes como pedofilia e, mais recentemente, o mau uso da Inteligência Artificial.É fundamental a regulamentação para que haja responsabilidade sobre o conteúdo produzido e compartilhado. O mundo virtual não pode continuar como terra sem lei“, acrescentou.
A Folha, no entanto, afirmou que o governo pode enviar o projeto ao Congresso apenas na semana que vem para não conflitar com a votação do PL 2628, apelidado de ECA (Estatuto da Criança e do Adolescente) digital, que está prevista para ocorrer na quarta-feira, 20, na Câmara.
A versão do projeto obtida pelaFolhaaponta que as plataformas de internet serão obrigadas a usar“mecanismos e sistemas para promover a detecção e a imediata indisponibilização de conteúdo ilícito de terceiros”quando houver determinados crimes contra crianças e adolescentes, atos de terrorismo, induzimento ao suicídio e à automutilação, dentre outros.
O texto também determina a responsabilidade civil objetiva às empresas quando houver dano decorrente de conteúdo impulsionado ou remunerado.
Dessa forma, as big techs poderão ser consideradas responsáveis pelo conteúdo independentemente de ter culpa ou ter sido notificada anteriormente.
Além disso, a proposta estabelece que a“compra e a venda de publicidade digital dirigida ao mercado nacional deverão ser faturadas no Brasil e observar a legislação brasileira”, além de regras de transparência para publicidade, com informações mínimas sobre identidade de anunciantes, público-alvo e outros."
33,Mensagem urgente sobre CNH suspensa está enganando muitos brasileiros,"A modernização dos meios de comunicação trouxe inúmeros benefícios, porém, também abriu caminhos para práticas fraudulentas. Uma dessasfraudesque ganhou destaque recentemente é o golpe da falsa suspensão daCNH, em que criminosos se passam por órgãos de trânsito enviando notificações enganosas aos cidadãos. Este tipo de golpe, carregado de detalhes aparentemente autênticos, tem enganado muitas pessoas ao redor do país.
Os golpistas, ao se fazerem passar por instituições respeitadas como oDepartamento Nacional de Trânsito (Denatran)ou aPolícia Rodoviária Federal (PRF), tendem a ganhar a confiança das vítimas. Utilizam mensagens enviadas viaSMSouWhatsAppque parecem absolutamente legítimas, gerando preocupação nos destinatários que acreditam estar em vias de perder sua habilitação.
Uma das principais características deste golpe é a urgência. As mensagens costumam informar uma suposta suspensão daCarteira Nacional de Habilitação (CNH), solicitando que a vítima tome medidas imediatas para regularizar a situação. Neste ponto, os golpistas aproveitam da falta de informação ou do pânico gerado pela ameaça iminente.
Além disso, o falso comunicado é geralmente acompanhado por um boleto. Este documento, na maioria das vezes, é um convite para um segundo golpe: o pagamento. Quando a vítima, em seu desespero de resolver a situação, realiza o pagamento do boleto, acaba transferindo dinheiro diretamente para os criminosos. É importante ressaltar que órgãos oficiais de trânsito não costumam utilizar essas abordagens para comunicar drivers sobre suspensões ou penalidades.
Ao perceber qualquer irregularidade em uma notificação recebida, o primeiro passo é não entrar em pânico. Observando atentamente, muitas vezes é possível identificar erros ortográficos ou informações desalinhadas com o esquema habitual de comunicações oficiais.
É essencial verificar a autenticidade da notificação através dos canais oficiais. Isso pode ser feito entrando em contato diretamente com o órgão de trânsito relevante ou acessando os serviços online oferecidos por eles. Nunca é recomendável efetuar pagamentos ou compartilhar informações pessoais sem antes validar a origem e a autenticidade da mensagem recebida.
O uso crescente de tecnologias digitais em todos os aspectos da vida cotidiana tornou o campo virtual um ambiente fértil para fraudes diversas. A comunicação rápida e a facilidade de propagação de informações falsas via internet são elementos que os criminosos têm explorado cada vez mais.
Os golpistas se aproveitam das lacunas que existem na verificação de dados em meios digitais, além do grande volume de informações compartilhadas online, para cometer fraudes. A abordagem descomplicada e instantânea das plataformas digitais facilita a difusão de mensagens falsas, possibilitando enganar um grande número de pessoas em pouco tempo.
Em tempos onde a segurança digital se torna cada vez mais um tema em destaque, aumentar a conscientização é crucial. Educar a população sobre a identificação de mensagens fraudulentas e promover a utilização de canais seguros são passos fundamentais para a proteção de dados pessoais e financeiros."
34,Maior depósito de barras de metal com mais de 2.000 anos foi descoberto no fundo de um rio,"O recente achado arqueológico de lingotes metálicos submersos no rio Sava, na Bósnia, chamou a atenção da comunidade científica internacional e representa um marco inédito para a região. Escondidos sob as águas por mais de dois mil anos, esses lingotes fornecem importantes pistas sobre as sociedades que ocuparam a área entre o final da Idade do Ferro e o período romano, aproximadamente entre os séculos I e II a.C. Com formas incomuns e características bipiramidais, eles evidenciam uma intensa atividade metalúrgica local naquele período.
A extração e o estudo desses artefatos antigos foram liderados peloMuseu do Mosteiro Franciscano de Tolisa. A equipe de arqueólogos subaquáticos iniciou o processo com uma rigorosa documentação do local, incluindo a marcação de pontos de referência e a realização de fotogrametria detalhada no leito do rio. Essa metodologia moderna preserva o contexto histórico dos objetos e permite a criação de modelos 3D, que podem revelar mais informações sobre os hábitos culturais e comerciais de civilizações antigas.
Esse achado tem enorme relevância para a história da Bósnia e da bacia do rio Sava. Ao contrário de países como França, Alemanha ou Hungria, conhecidos por ricos acervos arqueológicos, a Bósnia até então não havia registradodescobertasdessa magnitude. O achado sugere, porém, que a região pode ter sido um importante ponto de confluência comercial entre a Europa Central, o Oriente Médio e o Norte da África. A quantidade e o estado dos lingotes indicam o possível papel crucial da área em antigas rotas comerciais internacionais.
Os lingotes bipiramidais encontrados são particularmente curiosos não apenas pela forma, mas também por sua função. Eles eram produzidos para facilitar o transporte e o processamento, podendo ser derretidos por ferreiros para confeccionar ferramentas, armas e outros itens essenciais. O planejado estudo químico desses objetos visa determinar a origem dos minérios e as antigas rotas comerciais, ampliando o entendimento das civilizações que os manipularam.
Agora protegidos e catalogados, os lingotes passarão por uma série de análises químicas avançadas. O objetivo é esclarecer a origem do metal e desvendar as redes comerciais que atravessaram a região dos Bálcãs na Antiguidade. Essa fase de investigação contará com colaboração internacional, Alemanha, França e Áustria fornecerão tecnologia e conhecimento imprescindíveis para esse tipo de pesquisa especializada.
Assim, essa descoberta não só reescreve um capítulo da história antiga da Bósnia, mas também representa uma oportunidade singular para aprofundar o estudo arqueológico na região. Conforme avançarem os estudos laboratoriais, espera-se responder a questões fundamentais sobre a evolução cultural e econômica da Europa em períodos remotos.
"
35,Esta cidade portuguesa foi eleita o tesouro mais escondido da Europa,"Tomar, uma cidade portuguesa situada na região centro do país, conquistou reconhecimento internacional ao ser eleita como o melhor “Tesouro escondido” daEuropa. Estacidade, que se destaca pelo seu rico patrimônio histórico e cultural, está localizada à beira do rioNabãoe é conhecida, especialmente, pela ligação à ordem dos Templários. Este reconhecimento trouxe à tona as várias qualidades que tornam Tomar um destino de visita imperdível.
Fundada em 1160,Tomarrepresenta, de forma vívida, a história templária. Acidadeé famosa peloConvento de Cristo, uma estrutura que constitui um dos mais excelentes exemplares de arte e arquitetura dos Templários. Este monumento, classificado comoPatrimônio MundialpelaUNESCO, foi originalmente uma fortaleza templária antes de se tornar um convento e continua a fascinar os visitantes com seu esplendor arquitetônico e a rica tapeçaria de histórias relacionadas aos Cavaleiros Templários que habitam suas paredes.
Além de seu patrimônio histórico, Tomar oferece um ambiente natural encantador que contribui para sua atratividade. As margens do rio Nabão oferecem um cenário pitoresco, perfeito para caminhadas relaxantes e piqueniques em meio à natureza. Os jardins Arnado proporcionam uma atmosfera tranquila, sendo ideais para quem busca momentos de serenidade.
Os eventos culturais de Tomar também desempenham um papel importante em sua popularidade. A Festa dos Tabuleiros, uma das mais significativas celebrações tradicionais dePortugal, é realizada a cada quatro anos e envolve a comunidade local em um espetacular desfile de tabuleiros floridos, atraindo visitantes de várias partes do mundo. Esta festa é uma demonstração vibrante das tradições e do espírito comunitário profundamente enraizado na população tomarense.
Para os turistas, Tomar oferece uma experiência rica e diversificada que combina história, cultura, e beleza natural. A cidade é hospitaleira e acolhedora, proporcionando aos visitantes um ambiente tranquilo e seguro para explorar. A gastronomia local é outro atrativo de peso; pratos tradicionais como o cabrito assado e as famosas “fatias de Tomar”, uma deliciosa iguaria doce, são uma prova do sabor autêntico da culinária regional.
A cidade representa uma oportunidade promissora para investimentos em turismo, com seu crescente reconhecimento e a capacidade de atrair visitantes interessados em experiências autênticas e memoráveis. O turismo em Tomar não só impulsiona a economia local, mas também mantém vivas as tradições culturais e artísticas da região. Essa meta pode ser alcançada valorizando simultaneamente a conservação do seu legado patrimonial e promovendo atividades turísticas sustentáveis que respeitem e valorizem o meio ambiente local.
O reconhecimento de Tomar como o melhor “Tesouro escondido” da Europa não apenas destaca a importância de preservar suas características culturais e históricas, mas também sublinha o potencial da cidade para se tornar um ponto principal no mapa turístico europeu. Com sua história rica e paisagens emocionantes, Tomar convida visitantes de todo o mundo a explorarem suas maravilhas escondidas e a tornarem parte da sua contínua narrativa histórica."
